patch_addr,mem_old,patch
0x5e3d59,90E8D84D6969,FF15FC835801
0x5e4150,90E85C5A6969,FF1524845801
0x5e4164,90E8485A6969,FF1524845801
0x5e4178,90E8345A6969,FF1524845801
0x5e418c,90E8205A6969,FF1524845801
0x5e41a0,90E80C5A6969,FF1524845801
0x5e41b4,90E8F8596969,FF1524845801
0x5e41dd,90E8921E6969,FF15B4835801
0x5e41f2,90E87D1E6969,FF15B4835801
0x5e4207,90E8681E6969,FF15B4835801
0x5e421c,90E8531E6969,FF15B4835801
0x5e4231,90E83E1E6969,FF15B4835801
0x5e4246,90E8291E6969,FF15B4835801
0x5e425b,90E8141E6969,FF15B4835801
0x5e4613,90E8B086446A,FF15F0875801
0x5e4705,90E8BE85446A,FF15F0875801
0x5e4712,90E8B185446A,FF15F0875801
0x5e4921,90E8A283446A,FF15F0875801
0x5e4aaf,90E8A4156969,FF15D0835801
0x5e4c1f,90E844E7406A,FF1528885801
0x5e4cec,90E8FD406969,FF1520845801
0x5e4daf,90E8360D6969,FF15B8835801
0x5e4dcb,90E8A4126969,FF15B4835801
0x5e4e05,90E8A74D6969,FF1524845801
0x5e4e2e,90E841126969,FF15B4835801
0x5e4f83,90E8B732F775,FF15D4895801
0x5e4fb9,90E88132F775,FF15D4895801
0x5e5050,90E8EA31F775,FF15D4895801
0x5e5086,90E8B431F775,FF15D4895801
0x5e510a,90E83031F775,FF15D4895801
0x5e519e,90E89C30F775,FF15D4895801
0x5e51d1,90E86930F775,FF15D4895801
0x5e53cf,90E86B2EF775,FF15D4895801
0x5e5f21,90E8A26D446A,FF15F0875801
0x5e6021,90E8A26C446A,FF15F0875801
0x5e6121,90E8A26B446A,FF15F0875801
0x5e6221,90E8A26A446A,FF15F0875801
0x5e6305,90E8BE69446A,FF15F0875801
0x5e63bd,90E80669446A,FF15F0875801
0x5e647d,90E84668446A,FF15F0875801
0x5e64b9,90E8912EA675,FF15F4815801
0x5e653d,90E88667446A,FF15F0875801
0x5e6579,90E8D12DA675,FF15F4815801
0x5e6609,90E8BA66446A,FF15F0875801
0x5e68b9,90E80A64446A,FF15F0875801
0x5e841f,90E826066969,FF15A8835801
0x5e8435,90E8FC066969,FF15FC835801
0x5e84c8,90E841066969,FF15D4835801
0x5e84d9,90E858066969,FF15FC835801
0x5e8567,90E8A2056969,FF15D4835801
0x5e8578,90E8B9056969,FF15FC835801
0x5e8606,90E803056969,FF15D4835801
0x5e8617,90E81A056969,FF15FC835801
0x5e8695,90E8DAD96869,FF15B4835801
0x5e90b0,90E8133C446A,FF15F0875801
0x5e90bd,90E8063C446A,FF15F0875801
0x5e950f,90E8B437446A,FF15F0875801
0x5e952f,90E89437446A,FF15F0875801
0x5e9556,90E86D37446A,FF15F0875801
0x5e956a,90E85937446A,FF15F0875801
0x5e95dc,90E8E736446A,FF15F0875801
0x5e965a,90E86936446A,FF15F0875801
0x5e978a,90E83935446A,FF15F0875801
0x5e97ef,90E8D434446A,FF15F0875801
0x5e980f,90E8B434446A,FF15F0875801
0x5e98d2,90E89DC76869,FF15B4835801
0x5e9949,90E826C76869,FF15B4835801
0x5e9977,90E8F8C66869,FF15B4835801
0x5e9abd,90E80632446A,FF15F0875801
0x5e9b0a,90E8B931446A,FF15F0875801
0x5e9be9,90E8DA30446A,FF15F0875801
0x5e9c0a,90E8B930446A,FF15F0875801
0x5e9c58,90E86B30446A,FF15F0875801
0x5e9cb2,90E891D46769,FF1594835801
0x5e9d9d,90E8262F446A,FF15F0875801
0x5e9e29,90E89A2E446A,FF15F0875801
0x5e9f38,90E88B2D446A,FF15F0875801
0x5e9f50,90E8732D446A,FF15F0875801
0x5e9f5e,90E8652D446A,FF15F0875801
0x5ea019,90E856C06869,FF15B4835801
0x5ea05f,90E8D51E436A,FF15EC875801
0x5ea1b6,90E8F6F96869,FF1524845801
0x5ea209,90E866BE6869,FF15B4835801
0x5ea220,90E94FBE6869,FF25B4835801
0x5ea493,90E819F76869,FF1524845801
0x5ea4fe,90E8BBE86869,FF1500845801
0x5ea522,90E84DBB6869,FF15B4835801
0x5ea550,90E91FBB6869,FF25B4835801
0x5ea58f,90E8A519436A,FF15EC875801
0x5ea5d3,90E8D9F56869,FF1524845801
0x5ea5e2,90E88DBA6869,FF15B4835801
0x5ea5f0,90E97FBA6869,FF25B4835801
0x5ea76c,90E84DE66869,FF1500845801
0x5ea793,90E826E66869,FF1500845801
0x5ea7c1,90E8E5FC406A,FF154C885801
0x5ea8a6,90E81D24446A,FF15F0875801
0x5ea8b8,90E80B24446A,FF15F0875801
0x5ea8c3,90E80024446A,FF15F0875801
0x5ead62,90E8611F446A,FF15F0875801
0x5ead78,90E84B1F446A,FF15F0875801
0x5ead89,90E83A1F446A,FF15F0875801
0x5eadd8,90E8EB1E446A,FF15F0875801
0x5eae92,90E8311E446A,FF15F0875801
0x5eaeff,90E8C41D446A,FF15F0875801
0x5eb058,90E86B1C446A,FF15F0875801
0x5eb074,90E84F1C446A,FF15F0875801
0x5eb085,90E83E1C446A,FF15F0875801
0x5eb4df,90E8E417446A,FF15F0875801
0x5eb563,90E86017446A,FF15F0875801
0x5eb5ed,90E8D616446A,FF15F0875801
0x5eb5fb,90E8C816446A,FF15F0875801
0x5eb606,90E8BD16446A,FF15F0875801
0x5eb69d,90E82616446A,FF15F0875801
0x5eb6ab,90E81816446A,FF15F0875801
0x5eb6b6,90E80D16446A,FF15F0875801
0x5eba33,90E8ECAF406A,FF1520885801
0x5ebc1e,90E8A510446A,FF15F0875801
0x5ebc35,90E88E10446A,FF15F0875801
0x5ebc84,90E83F10446A,FF15F0875801
0x5ebc8f,90E83410446A,FF15F0875801
0x5ebd3d,90E8860F446A,FF15F0875801
0x5ebd54,90E86F0F446A,FF15F0875801
0x5ebe3f,90E8840E446A,FF15F0875801
0x5ebe6d,90E8560E446A,FF15F0875801
0x5ebec0,90E8030E446A,FF15F0875801
0x5ebefb,90E824AB406A,FF1520885801
0x5ebf1e,90E8A50D446A,FF15F0875801
0x5ebf51,90E8720D446A,FF15F0875801
0x5ebf61,90E8620D446A,FF15F0875801
0x5ebfd1,90E8F20C446A,FF15F0875801
0x5ec038,90E88B0C446A,FF15F0875801
0x5ec043,90E8800C446A,FF15F0875801
0x5ec119,90E8AA0B446A,FF15F0875801
0x5ec1ac,90E8170B446A,FF15F0875801
0x5ec22a,90E8990A446A,FF15F0875801
0x5ec29a,90E8290A446A,FF15F0875801
0x5ec2fa,90E8C909446A,FF15F0875801
0x5ec4bb,90E80808446A,FF15F0875801
0x5ec515,90E8AE07446A,FF15F0875801
0x5ec6c4,90E8FF05446A,FF15F0875801
0x5ec79f,90E82405446A,FF15F0875801
0x5ec7c8,90E8FB04446A,FF15F0875801
0x5ec807,90E8BC04446A,FF15F0875801
0x5ec81b,90E8A804446A,FF15F0875801
0x5ec848,90E87B04446A,FF15F0875801
0x5ec8f5,90E82AA1406A,FF1520885801
0x5ecdcd,90E8F6FE436A,FF15F0875801
0x5ece1a,90E8A9FE436A,FF15F0875801
0x5ece4d,90E876FE436A,FF15F0875801
0x5eceba,90E809FE436A,FF15F0875801
0x5ecf0d,90E8B6FD436A,FF15F0875801
0x5ecf6a,90E859FD436A,FF15F0875801
0x5ecfc9,90E8FAFC436A,FF15F0875801
0x5ed0e6,90E8DDFB436A,FF15F0875801
0x5ed18c,90E837FB436A,FF15F0875801
0x5ed1ad,90E816FB436A,FF15F0875801
0x5ed20a,90E8B9FA436A,FF15F0875801
0x5ed2bc,90E8879E6769,FF1594835801
0x5ed58e,90E89194406A,FF1520885801
0x5ed5b3,90E86C94406A,FF1520885801
0x5ed6c2,90E8819A6769,FF1594835801
0x5ed821,90E8A2F4436A,FF15F0875801
0x5ed8dc,90E8E7F3436A,FF15F0875801
0x5ed8fd,90E8C6F3436A,FF15F0875801
0x5ed95a,90E869F3436A,FF15F0875801
0x5eda0a,90E839976769,FF1594835801
0x5edc7d,90E846F0436A,FF15F0875801
0x5edc9d,90E826F0436A,FF15F0875801
0x5edd7d,90E846EF436A,FF15F0875801
0x5ede59,90E86AEE436A,FF15F0875801
0x5edeca,90E8F9ED436A,FF15F0875801
0x5edeea,90E8D9ED436A,FF15F0875801
0x5edf79,90E84AED436A,FF15F0875801
0x5edfde,90E865916769,FF1594835801
0x5ee429,90E89AE8436A,FF15F0875801
0x5ee48e,90E8B58C6769,FF1594835801
0x5eea2a,90E899E2436A,FF15F0875801
0x5eed08,90E8177D406A,FF1520885801
0x5eed68,90E8B77C406A,FF1520885801
0x5eedb9,90E8667C406A,FF1520885801
0x5eedff,90E835D1426A,FF15EC875801
0x5eee8f,90E8A5D0426A,FF15EC875801
0x5eef1f,90E815D0426A,FF15EC875801
0x5eefcc,90E8537A406A,FF1520885801
0x5ef018,90E8077A406A,FF1520885801
0x5ef079,90E8A679406A,FF1520885801
0x5ef0c8,90E85779406A,FF1520885801
0x5ef0e8,90E83779406A,FF1520885801
0x5ef138,90E8E778406A,FF1520885801
0x5ef16c,90E8B378406A,FF1520885801
0x5ef241,90E882DA436A,FF15F0875801
0x5ef264,90E85FDA436A,FF15F0875801
0x5ef271,90E852DA436A,FF15F0875801
0x5ef281,90E842DA436A,FF15F0875801
0x5ef28e,90E835DA436A,FF15F0875801
0x5ef3bf,90E804D9436A,FF15F0875801
0x5ef401,90E8C2D8436A,FF15F0875801
0x5ef746,90E87DD5436A,FF15F0875801
0x5ef758,90E86BD5436A,FF15F0875801
0x5ef763,90E860D5436A,FF15F0875801
0x5ef7ee,90E8C27A6769,FF15A4835801
0x5ef9f8,90E802F1A575,FF1514835801
0x5effde,90E865716769,FF1594835801
0x5f000f,90E871726769,FF15F0845801
0x5f0099,90E81C5E6769,FF15E8845801
0x5f29d9,90E87A366869,FF15D0835801
0x5f29f5,90E814616869,FF15D4835801
0x5f2a09,90E828616869,FF15FC835801
0x5f2a5b,90E8D6606869,FF15FC835801
0x5f2a6f,90E8C2606869,FF15FC835801
0x5f2a7d,90E8B4606869,FF15FC835801
0x5f2acb,90E866606869,FF15FC835801
0x5f2adf,90E852606869,FF15FC835801
0x5f2aed,90E844606869,FF15FC835801
0x5f2b3b,90E8F65F6869,FF15FC835801
0x5f2b4f,90E8E25F6869,FF15FC835801
0x5f2b5d,90E8D45F6869,FF15FC835801
0x5f2d0d,90E862336869,FF15B4835801
0x5f39b8,90E80B93436A,FF15F0875801
0x5f39cc,90E8F792436A,FF15F0875801
0x5f39d7,90E8EC92436A,FF15F0875801
0x5f5125,90E820396869,FF15A8835801
0x5f5141,90E8F0396869,FF15FC835801
0x5f51d1,90E838396869,FF15D4835801
0x5f51e5,90E84C396869,FF15FC835801
0x5f5272,90E897386869,FF15D4835801
0x5f5286,90E8AB386869,FF15FC835801
0x5f5316,90E8F3376869,FF15D4835801
0x5f532a,90E807386869,FF15FC835801
0x5f54cb,90E8A40B6869,FF15B4835801
0x5f6e41,90E8825E436A,FF15F0875801
0x5f6f69,90E85A5D436A,FF15F0875801
0x5f9979,90E84A33436A,FF15F0875801
0x5f99fa,90E8C932436A,FF15F0875801
0x5f9a79,90E84A32436A,FF15F0875801
0x5f9afa,90E8C931436A,FF15F0875801
0x5f9b5c,90E86731436A,FF15F0875801
0x5f9bda,90E8E930436A,FF15F0875801
0x5f9c5a,90E86930436A,FF15F0875801
0x5fa0ed,90E8D62B436A,FF15F0875801
0x5fa13a,90E8892B436A,FF15F0875801
0x5fa21d,90E8A62A436A,FF15F0875801
0x5fa26a,90E8592A436A,FF15F0875801
0x5fa29d,90E8262A436A,FF15F0875801
0x5fa31a,90E8A929436A,FF15F0875801
0x5fa431,90E89228436A,FF15F0875801
0x5fa4ec,90E8D727436A,FF15F0875801
0x5fa50d,90E8B627436A,FF15F0875801
0x5fa56a,90E85927436A,FF15F0875801
0x5fa61c,90E827CB6669,FF1594835801
0x5fa88d,90E83624436A,FF15F0875801
0x5fa8fd,90E8C623436A,FF15F0875801
0x5fa91d,90E8A623436A,FF15F0875801
0x5faab9,90E80A22436A,FF15F0875801
0x5fab1e,90E825C66669,FF1594835801
0x5fb0ef,90E8450E426A,FF15EC875801
0x5fb3af,90E8850B426A,FF15EC875801
0x5fb838,90E8C232A575,FF1514835801
0x5fb8e0,90E81A32A575,FF1514835801
0x5fb907,90E87331A575,FF1540835801
0x5fc27e,90E87C28A575,FF1514835801
0x5fd22c,90E897FA426A,FF15F0875801
0x5fda6d,90E856F2426A,FF15F0875801
0x5fdac7,90E8FCF1426A,FF15F0875801
0x5fdb37,90E88CF1426A,FF15F0875801
0x5fdb78,90E84BF1426A,FF15F0875801
0x5fdb8b,90E838F1426A,FF15F0875801
0x5fdbb6,90E80DF1426A,FF15F0875801
0x5fdd07,90E8BCEF426A,FF15F0875801
0x5fdf22,90E821926669,FF1594835801
0x5fdff1,90E8D2EC426A,FF15F0875801
0x5fe062,90E861EC426A,FF15F0875801
0x5fe0d1,90E8F2EB426A,FF15F0875801
0x5fe16c,90E80E09A575,FF1540835801
0x5fe1d5,90E84A883F6A,FF1520885801
0x5fe233,90E8EC873F6A,FF1520885801
0x5fe28e,90E8A6DC416A,FF15EC875801
0x5fe315,90E80A873F6A,FF1520885801
0x5fe3a3,90E87C863F6A,FF1520885801
0x5fe3f5,90E82A863F6A,FF1520885801
0x5fe443,90E8DC853F6A,FF1520885801
0x5fe4a5,90E87A853F6A,FF1520885801
0x5fe505,90E81A853F6A,FF1520885801
0x5fe5e2,90E8CE8C6669,FF15A4835801
0x5fed32,90E8C8FDA475,FF1514835801
0x5fed7a,90E880FDA475,FF1514835801
0x5fedce,90E82CFDA475,FF1514835801
0x5ffa2b,90E84FF0A475,FF1540835801
0x5ffaa6,90E8D4EFA475,FF1540835801
0x60054f,90E8F46B6669,FF1594835801
0x60059a,90E81B596669,FF15E8845801
0x6005ac,90E8976B6669,FF1594835801
0x6005f7,90E8BE586669,FF15E8845801
0x600691,90E869E4A475,FF1514835801
0x6006b2,90E8C8E3A475,FF1540835801
0x600709,90E8F1E3A475,FF1514835801
0x60072a,90E850E3A475,FF1540835801
0x600b2e,90E815666669,FF1594835801
0x600b61,90E854536669,FF15E8845801
0x600cde,90E81CDEA475,FF1514835801
0x600d01,90E8F9DDA475,FF1514835801
0x600d88,90E872DDA475,FF1514835801
0x600dab,90E84FDDA475,FF1514835801
0x600e16,90E864DCA475,FF1540835801
0x600e46,90E834DCA475,FF1540835801
0x601023,90E857DAA475,FF1540835801
0x606f74,90E8EFC33E6A,FF1528885801
0x60730d,90E856C03E6A,FF1528885801
0x607430,90E833BF3E6A,FF1528885801
0x60759f,90E8C4BD3E6A,FF1528885801
0x607b50,90E87351426A,FF15F0875801
0x607b7c,90E84751426A,FF15F0875801
0x607b8d,90E83651426A,FF15F0875801
0x607c1c,90E8A750426A,FF15F0875801
0x607c2b,90E89850426A,FF15F0875801
0x607f5a,90E809B43E6A,FF1528885801
0x607ff4,90E86FB33E6A,FF1528885801
0x608147,90E81CB23E6A,FF1528885801
0x608164,90E8FFB13E6A,FF1528885801
0x608181,90E8E2B13E6A,FF1528885801
0x608bfa,90E8C940426A,FF15F0875801
0x608c12,90E8B140426A,FF15F0875801
0x608c1f,90E8A440426A,FF15F0875801
0x608d5c,90E8673F426A,FF15F0875801
0x608d74,90E84F3F426A,FF15F0875801
0x608d81,90E8423F426A,FF15F0875801
0x609493,90E8D09E3E6A,FF1528885801
0x60951e,90E8459E3E6A,FF1528885801
0x609a35,90E82E993E6A,FF1528885801
0x60a219,90E8AA2A426A,FF15F0875801
0x60a47a,90E84928426A,FF15F0875801
0x60a49a,90E82928426A,FF15F0875801
0x60a4fa,90E8C927426A,FF15F0875801
0x60a8bc,90E80724426A,FF15F0875801
0x60a8dd,90E8E623426A,FF15F0875801
0x60a93a,90E88923426A,FF15F0875801
0x60ad9d,90E8261F426A,FF15F0875801
0x60ae0d,90E8B61E426A,FF15F0875801
0x60ae6a,90E8591E426A,FF15F0875801
0x60afbc,90E8071D426A,FF15F0875801
0x60afdd,90E8E61C426A,FF15F0875801
0x60b03a,90E8891C426A,FF15F0875801
0x60b189,90E83A1B426A,FF15F0875801
0x60b1ea,90E859BF6569,FF1594835801
0x60b731,90E89215426A,FF15F0875801
0x60b7ec,90E8D714426A,FF15F0875801
0x60b80d,90E8B614426A,FF15F0875801
0x60b86a,90E85914426A,FF15F0875801
0x60b91c,90E827B86569,FF1594835801
0x60bb3d,90E88611426A,FF15F0875801
0x60bbdd,90E8E610426A,FF15F0875801
0x60bc7d,90E84610426A,FF15F0875801
0x60bcba,90E80910426A,FF15F0875801
0x60bcda,90E8E90F426A,FF15F0875801
0x60bd49,90E87A0F426A,FF15F0875801
0x60bd9e,90E8A5B36569,FF1594835801
0x60c359,90E86A09426A,FF15F0875801
0x60c3be,90E885AD6569,FF1594835801
0x60c8cd,90E8F603426A,FF15F0875801
0x60cdd6,90E8EDFE416A,FF15F0875801
0x60cde4,90E8DFFE416A,FF15F0875801
0x60ce04,90E81B9C3E6A,FF1520885801
0x60cedf,90E8E4FD416A,FF15F0875801
0x60ceff,90E8C4FD416A,FF15F0875801
0x60d02c,90E817A16569,FF1594835801
0x60d0c9,90E8FAFB416A,FF15F0875801
0x60d27f,90E8B5EC406A,FF15EC875801
0x60d2ff,90E835EC406A,FF15EC875801
0x60d36f,90E8C5EB406A,FF15EC875801
0x60d3e1,90E83E963E6A,FF1520885801
0x60d46f,90E8C5EA406A,FF15EC875801
0x60d52b,90E8FE793E6A,FF1584885801
0x60d55d,90E8E77C3E6A,FF1574885801
0x60d631,90E8EE933E6A,FF1520885801
0x60d84c,90E8D3913E6A,FF1520885801
0x60d88f,90E8A5E6406A,FF15EC875801
0x60d99c,90E8A8783E6A,FF1574885801
0x60d9c6,90E9D78F3E6A,FF2510885801
0x60da18,90E8858F3E6A,FF1510885801
0x60db52,90E8D7733E6A,FF1584885801
0x60dbbd,90E806F1416A,FF15F0875801
0x60dbf0,90E8D3F0416A,FF15F0875801
0x60eced,90E8C3856569,FF15A4835801
0x60f025,90E8D5FAA375,FF1514835801
0x60f046,90E834FAA375,FF1540835801
0x60f278,90E8CB7E6569,FF1594835801
0x60f29f,90E8E17F6569,FF15F0845801
0x60f2bc,90E8F96B6569,FF15E8845801
0x610760,90E8C46A3E6A,FF1530885801
0x6144af,90E8857A406A,FF15EC875801
0x614754,90E86F85416A,FF15F0875801
0x614766,90E85D85416A,FF15F0875801
0x614771,90E85285416A,FF15F0875801
0x614d70,90E8E3126669,FF15D0835801
0x614d89,90E827256569,FF15A4835801
0x614e6c,90E803126669,FF15B4835801
0x615045,90E8FE206569,FF1594835801
0x61506e,90E812226569,FF15F0845801
0x615150,90E8B9396669,FF15D4835801
0x615212,90E8A30C6569,FF15E8845801
0x616286,90E80480A375,FF1510835801
0x6162e6,90E85D0E6569,FF1594835801
0x616e59,90E86A5E416A,FF15F0875801
0x616e69,90E85A5E416A,FF15F0875801
0x616fe7,90E8DC5C416A,FF15F0875801
0x616ff4,90E8CF5C416A,FF15F0875801
0x617011,90E8B25C416A,FF15F0875801
0x617025,90E89E5C416A,FF15F0875801
0x617039,90E88A5C416A,FF15F0875801
0x6170d3,90E8F05B416A,FF15F0875801
0x617382,90E84159416A,FF15F0875801
0x617a7d,90E8C6F66469,FF1594835801
0x617aac,90E809E46469,FF15E8845801
0x617acc,90E877F66469,FF1594835801
0x617b01,90E8B4E36469,FF15E8845801
0x617b10,90E833F66469,FF1594835801
0x617b45,90E870E36469,FF15E8845801
0x617b54,90E8EFF56469,FF1594835801
0x617b89,90E82CE36469,FF15E8845801
0x617da7,90E8536DA375,FF1514835801
0x617e8a,90E8394E416A,FF15F0875801
0x617ea2,90E8214E416A,FF15F0875801
0x617eaf,90E8144E416A,FF15F0875801
0x6181cb,90E8F84A416A,FF15F0875801
0x6181dc,90E8E74A416A,FF15F0875801
0x6182fd,90E8C649416A,FF15F0875801
0x618315,90E8AE49416A,FF15F0875801
0x618322,90E8A149416A,FF15F0875801
0x6186e2,90E8E145416A,FF15F0875801
0x6186ef,90E8D445416A,FF15F0875801
0x618946,90E8C3016669,FF15D4835801
0x618d3a,90E809E46469,FF1594835801
0x618e19,90E8E15CA375,FF1514835801
0x619225,90E81EDF6469,FF1594835801
0x6193cd,90E8D0D53D6A,FF1510885801
0x619436,90E80DDD6469,FF1594835801
0x6194a2,90E8A1DC6469,FF1594835801
0x619675,90E8C5EBF375,FF15D4895801
0x619682,90E8D1C96569,FF15D0835801
0x6196ad,90E85CF46569,FF15D4835801
0x6196bc,90E875F46569,FF15FC835801
0x6196cb,90E866F46569,FF15FC835801
0x61973b,90E834C96569,FF15B4835801
0x61a354,90E880FA3D6A,FF1548885801
0x61a410,90E8538F3D6A,FF1528885801
0x61a469,90E8A0E66569,FF15D4835801
0x61a7df,90E8E424416A,FF15F0875801
0x61a7ff,90E8C424416A,FF15F0875801
0x61a82d,90E89624416A,FF15F0875801
0x61a880,90E84324416A,FF15F0875801
0x61a8b1,90E81224416A,FF15F0875801
0x61a8c1,90E80224416A,FF15F0875801
0x61a959,90E86A23416A,FF15F0875801
0x61a9da,90E8E922416A,FF15F0875801
0x61aa69,90E85A22416A,FF15F0875801
0x61aaea,90E8D921416A,FF15F0875801
0x61ab57,90E86C21416A,FF15F0875801
0x61ab6b,90E85821416A,FF15F0875801
0x61ab96,90E82D21416A,FF15F0875801
0x61ac45,90E8DABD3D6A,FF1520885801
0x61aded,90E8D61E416A,FF15F0875801
0x61ae3a,90E8891E416A,FF15F0875801
0x61af3d,90E8861D416A,FF15F0875801
0x61af8a,90E8391D416A,FF15F0875801
0x61afc9,90E8FA1C416A,FF15F0875801
0x61aff8,90E8CB1C416A,FF15F0875801
0x61b222,90E821BF6469,FF1594835801
0x61b31d,90E8A619416A,FF15F0875801
0x61b39d,90E82619416A,FF15F0875801
0x61b409,90E8BA18416A,FF15F0875801
0x61b42a,90E89918416A,FF15F0875801
0x61b44a,90E87918416A,FF15F0875801
0x61b57a,90E84917416A,FF15F0875801
0x61b76f,90E85415416A,FF15F0875801
0x61b8a8,90E877B13D6A,FF1520885801
0x61b908,90E817B13D6A,FF1520885801
0x61b959,90E8C6B03D6A,FF1520885801
0x61b99f,90E89505406A,FF15EC875801
0x61ba0a,90E8B912416A,FF15F0875801
0x61bdfc,90E823AC3D6A,FF1520885801
0x61be58,90E8C7AB3D6A,FF1520885801
0x61beb9,90E866AB3D6A,FF1520885801
0x61c498,90E887A53D6A,FF1520885801
0x61c4b8,90E867A53D6A,FF1520885801
0x61c4ff,90E835FA3F6A,FF15EC875801
0x61c742,90E8DDA23D6A,FF1520885801
0x61c7d8,90E847A23D6A,FF1520885801
0x61c929,90E8F6A03D6A,FF1520885801
0x61c96c,90E8B3A03D6A,FF1520885801
0x61ca62,90E872D33D6A,FF1548885801
0x61cb92,90E8E67D3D6A,FF15F8875801
0x61cc80,90E81A64F575,FF15E0895801
0x61cc88,90E80E50F575,FF15E4895801
0x61cc94,90E84667F575,FF15E8895801
0x61ccba,90E8E0CEF375,FF15EC895801
0x61ccc7,90E8F343F575,FF15F0895801
0x61ccce,90E8C84FF575,FF15E4895801
0x61ccd6,90E80467F575,FF15E8895801
0x61ccde,90E84C54F575,FF15188A5801
0x61cce6,90E81449F575,FF15F4895801
0x61cd20,90E87ACEF375,FF15EC895801
0x61cd2d,90E88D43F575,FF15F0895801
0x61cd34,90E8624FF575,FF15E4895801
0x61cd3c,90E89E66F575,FF15E8895801
0x61cd44,90E8E653F575,FF15188A5801
0x61ce1d,90E84D52F575,FF15F8895801
0x61ce29,90E84156F575,FF15FC895801
0x61cfe0,90E8CA8AF475,FF15008A5801
0x61d00c,90E81E51F575,FF15188A5801
0x61d022,90E80851F575,FF15188A5801
0x61d061,90E869D6F375,FF151C8A5801
0x61d076,90E84440F575,FF15F0895801
0x61d082,90E8C88E6775,FF15BC805801
0x61d0a1,90E8395AF375,FF15208A5801
0x61d0b2,90E838806775,FF15B0805801
0x61d11c,90E84E26F575,FF15D8895801
0x61d12e,90E85CF4F375,FF15288A5801
0x61d163,90E837BEF375,FF152C8A5801
0x61d178,90E8C2B9F375,FF15308A5801
0x61d1a2,90E80862F575,FF15348A5801
0x61d1b0,90E85A62F575,FF15388A5801
0x61d1bd,90E80D81F475,FF153C8A5801
0x61d250,90E81A25F575,FF15D8895801
0x61d262,90E828F3F375,FF15288A5801
0x61d2d6,90E8C4BCF375,FF152C8A5801
0x61d2ec,90E84EB8F375,FF15308A5801
0x61d300,90E8AA60F575,FF15348A5801
0x61d30f,90E8FB60F575,FF15388A5801
0x61d31c,90E8AE7FF475,FF153C8A5801
0x61d3c2,90E8B6753D6A,FF15F8875801
0x61d6aa,90E8D1876469,FF1598835801
0x61d6bd,90E8BE876469,FF1598835801
0x61d6cd,90E8AE876469,FF1598835801
0x61d6dd,90E89E876469,FF1598835801
0x61d6eb,90E868896569,FF15D0835801
0x61d6fc,90E87F876469,FF1598835801
0x61d70d,90E86E876469,FF1598835801
0x61d71a,90E870886469,FF152C845801
0x61d722,90E868886469,FF152C845801
0x61d72a,90E860886469,FF152C845801
0x61d732,90E858886469,FF152C845801
0x61d73b,90E8688A6569,FF1528845801
0x61d747,90E843886469,FF152C845801
0x61d771,90E87959A375,FF15EC815801
0x61d779,90E88159A375,FF15E8815801
0x61d7c2,90E88663406A,FF1508885801
0x61d801,90E84763406A,FF1508885801
0x61d8a5,90E8B5F3406A,FF15F8845801
0x61d9ce,90E8CC31A375,FF15E4815801
0x61d9d7,90E86D9D3D6A,FF1590885801
0x61d9ee,90E8CF973D6A,FF1594885801
0x61da12,90E88831A375,FF15E4815801
0x61da1b,90E8299D3D6A,FF1590885801
0x61dab7,90E88307A375,FF15E4825801
0x61dafc,90E83E07A375,FF15E4825801
0x61db96,90E8C43DA375,FF15E0815801
0x61dbbf,90E87B06A375,FF15E4825801
0x61de97,90E8A303A375,FF15E4825801
0x61df98,90E8D24CF575,FF15488A5801
0x61dfa4,90E886C0F475,FF154C8A5801
0x61e067,90E8934AF575,FF15588A5801
0x61e087,90E8038D6775,FF1584805801
0x61e0a5,90E8F58B6775,FF1588805801
0x61e0c1,90E8198D6775,FF158C805801
0x61e0c8,90E8C2876775,FF1590805801
0x61e0ed,90E87D3FF575,FF15F8895801
0x61e0f6,90E8948C6775,FF1584805801
0x61e105,90E8958B6775,FF1588805801
0x61e124,90E8B68C6775,FF158C805801
0x61e12b,90E85F876775,FF1590805801
0x61e137,90E83343F575,FF15FC895801
0x61e1cb,90E82F49F575,FF15588A5801
0x61e200,90E8FA6AF375,FF15508A5801
0x61e257,90E863D2F375,FF155C8A5801
0x61e29a,90E8B07C6775,FF15BC805801
0x61e32c,90E83E49F575,FF15488A5801
0x61e34e,90E8AC69F375,FF15508A5801
0x61e6ee,90E80C44F575,FF15588A5801
0x61e70e,90E87C866775,FF1584805801
0x61e758,90E842856775,FF1588805801
0x61e774,90E866866775,FF158C805801
0x61e77b,90E80F816775,FF1590805801
0x61e79d,90E8CD38F575,FF15F8895801
0x61e7a6,90E8E4856775,FF1584805801
0x61e7b5,90E8E5846775,FF1588805801
0x61e7d4,90E806866775,FF158C805801
0x61e7db,90E8AF806775,FF1590805801
0x61e7e7,90E8833CF575,FF15FC895801
0x61e88c,90E86E42F575,FF15588A5801
0x61e8ea,90E8D0CBF375,FF155C8A5801
0x61e947,90E873CBF375,FF155C8A5801
0x61e999,90E8B1756775,FF15BC805801
0x61eb10,90E8A0876469,FF15A4835801
0x61eb20,90E890876469,FF15A4835801
0x61eb4f,90E861876469,FF15A4835801
0x61eb66,90E84A876469,FF15A4835801
0x61eba6,90E80A876469,FF15A4835801
0x61ebc9,90E8409F6569,FF15D4835801
0x61ec14,90E89C866469,FF15A4835801
