patch_addr,mem_old,patch
0xa57a24,90E956BBCA75,FF2590815801
0xa57a2a,90E9600FCA75,FF2594815801
0xa57a30,90E91AF8CB75,FF2598815801
0xa57a36,90E954E2CB75,FF259C815801
0xa57a3c,90E94EA1CA75,FF25A0815801
0xa57a42,90E9E8EDCB75,FF25A4815801
0xa57a48,90E952B7CA75,FF25A8815801
0xa57a4e,90E90C8FCA75,FF25AC815801
0xa57a54,90E986B8CA75,FF25B0815801
0xa57a5a,90E9E0B8CA75,FF25B4815801
0xa57a60,90E95AB8CA75,FF25B8815801
0xa57a66,90E9C4E7C975,FF25BC815801
0xa57a6c,90E95EB8CA75,FF25C0815801
0xa57a72,90E958E1C975,FF2584835801
0xa57a78,90E9F29B8075,FF25D0895801
0xa57a7e,90E9BC077B75,FF25D4895801
0xa57a84,90E9E67C7C75,FF25D8895801
0xa57a8a,90E9300C5E76,FF25DC895801
0xa57a90,90E90AB67C75,FF25E0895801
0xa57a96,90E900A27C75,FF25E4895801
0xa57a9c,90E93EB97C75,FF25E8895801
0xa57aa2,90E9F8207B75,FF25EC895801
0xa57aa8,90E912967C75,FF25F0895801
0xa57aae,90E94C9B7C75,FF25F4895801
0xa57ab4,90E9B6A57C75,FF25F8895801
0xa57aba,90E9B0A97C75,FF25FC895801
0xa57ac0,90E9EADF7B75,FF25008A5801
0xa57ac6,90E994D37A75,FF25048A5801
0xa57acc,90E95EA67C75,FF25188A5801
0xa57ad2,90E9F82B7B75,FF251C8A5801
0xa57ad8,90E902B07A75,FF25208A5801
0xa57ade,90E92CDC7B75,FF25248A5801
0xa57ae4,90E9A64A7B75,FF25288A5801
0xa57aea,90E9B0147B75,FF252C8A5801
0xa57af0,90E94A107B75,FF25308A5801
0xa57af6,90E9B4B87C75,FF25348A5801
0xa57afc,90E90EB97C75,FF25388A5801
0xa57b02,90E9C8D77B75,FF253C8A5801
0xa57b08,90E922DD7B75,FF25408A5801
0xa57b0e,90E94C327C75,FF25448A5801
0xa57b14,90E956B17C75,FF25488A5801
0xa57b1a,90E910257C75,FF254C8A5801
0xa57b20,90E9DAD17A75,FF25508A5801
0xa57b26,90E944497B75,FF25548A5801
0xa57b2c,90E9CEAF7C75,FF25588A5801
0xa57b32,90E988397B75,FF255C8A5801
0xa57b38,90E982817E75,FF25608A5801
0xa57b3e,90E99C0E7B75,FF25648A5801
0xa57b44,90E956B67C75,FF25688A5801
0xa57b4a,90E920997C75,FF256C8A5801
0xa57b50,90E9FAB47C75,FF25708A5801
0xa57b56,90E9F4487C75,FF25148A5801
0xa57b5c,90E99E367C75,FF25788A5801
0xa57b62,90E9780D7B75,FF257C8A5801
0xa57b68,90E9C2547C75,FF25808A5801
0xa57b6e,90E92CAB7C75,FF25848A5801
0xa57b74,90E9D6467B75,FF25888A5801
0xa57b7a,90E9B0257B75,FF258C8A5801
0xa57b80,90E9CA507B75,FF25908A5801
0xa57b86,90E924117B75,FF25948A5801
0xa57b8c,90E9FE457B75,FF25988A5801
0xa57b92,90E9781B7B75,FF259C8A5801
0xa57b98,90E9C27D7C75,FF25A08A5801
0xa57b9e,90E95C507B75,FF25A48A5801
0xa57ba4,90E9B64F7B75,FF25A88A5801
0xa57baa,90E9B00F7B75,FF25AC8A5801
0xa57bb6,90E964D27A75,FF25B48A5801
0xa57bbc,90E93E3A7C75,FF25B88A5801
0xa57bc2,90E9380D7B75,FF25BC8A5801
0xa57bc8,90E9627B7C75,FF25C08A5801
0xa57bce,90E9BC6B7B75,FF25C48A5801
0xa57bd4,90E9E6E57A75,FF25C88A5801
0xa57bda,90E990207C75,FF25CC8A5801
0xa57be0,90E91A777C75,FF25D08A5801
0xa57be6,90E9F4318175,FF25748A5801
0xa57bec,90E95EE3BE75,FF25BC805801
0xa57bf2,90E998F1BE75,FF2584805801
0xa57bf8,90E9A2F0BE75,FF2588805801
0xa57bfe,90E9DCF1BE75,FF258C805801
0xa57c04,90E986ECBE75,FF2590805801
0xa57c0a,90E970DCBE75,FF2594805801
0xa57c10,90E95A32BF75,FF25B8805801
0xa57c16,90E9B412BF75,FF25B4805801
0xa57c1c,90E9CED4BE75,FF25B0805801
0xa57c22,90E998E3BE75,FF25AC805801
0xa57c28,90E952E2BE75,FF25A8805801
0xa57c2e,90E96CD6BE75,FF25A4805801
0xa57c34,90E986F3BE75,FF25A0805801
0xa57c3a,90E950F2BE75,FF259C805801
0xa57c40,90E92AD5BE75,FF2598805801
0xa57c46,90E944D7B875,FF2558805801
0xa57c4c,90E9EE75E975,FF2540805801
0xa57c52,90E92874E975,FF2550805801
0xa57c58,90E9928AE975,FF2530805801
0xa57c5e,90E9EC74E975,FF253C805801
0xa57c64,90E91679E975,FF254C805801
0xa57c6a,90E9D07CE975,FF2548805801
0xa57c70,90E96A73E975,FF2544805801
0xa57c76,90E99472E975,FF2538805801
0xa57c7c,90E96EBDE975,FF2534805801
0xa57c82,90E928200075,FF25408E5801
0xa57c88,90E972303176,FF253C8E5801
0xa57c8e,90E95C592E76,FF25388E5801
0xa57c94,90E9D6C0E574,FF250C895801
0xa57c9a,90E9D07DE674,FF251C895801
0xa57ca0,90E98A6FE674,FF2520895801
0xa920ef,90E98BC9C675,FF2540835801
0xf5b13f,90E97B370976,FF2544835801
0xf60c3c,90E9AE299375,FF258C895801
0xf60c42,90E988659475,FF2590895801
0xf60c48,90E912D79375,FF2584895801
0xf60c4e,90E9ECDC9375,FF2588895801
0xf60c54,90E946D79375,FF2580895801
0xf60c5a,90E9D06B9375,FF257C895801
0xf60c60,90E95A4D9375,FF2578895801
0xf60c66,90E934579375,FF2574895801
0xf60c6c,90E90E469375,FF256C895801
0xf60c72,90E9D84C9375,FF2570895801
0xf60c78,90E93D52B05C,FF25E8845801
0xf60c7e,90E9EA43B05C,FF2540845801
0xf60c7e,90E9EA43B05C,FF2540845801
0xf60c7e,90E9EA43B05C,FF2540845801
0xf60c84,90E9FC65B05C,FF25F0845801
0xf60c8a,90E9DE43B05C,FF2540845801
0xf60c8a,90E9DE43B05C,FF2540845801
0xf60c8a,90E9DE43B05C,FF2540845801
0xf60c90,90E9B364B05C,FF2594835801
0xf60ca2,90E9D951B05C,FF2598835801
0xf60ca8,90E982CCB05C,FF25A0835801
0xf60ca8,90E982CCB05C,FF25A0835801
0xf60ca8,90E982CCB05C,FF25A0835801
0xf60ca8,90E982CCB05C,FF25A0835801
0xf60cae,90E90266B05C,FF25A4835801
0xf60cb4,90E9917DB15C,FF25A8835801
0xf60cba,90E9D3FCB05C,FF25AC835801
0xf60cba,90E9D3FCB05C,FF25AC835801
0xf60cba,90E9D3FCB05C,FF25AC835801
0xf60cc0,90E9CDFCB05C,FF25AC835801
0xf60cc0,90E9CDFCB05C,FF25AC835801
0xf60cc0,90E9CDFCB05C,FF25AC835801
0xf60cc6,90E9A953B15C,FF25B4835801
0xf60ccc,90E9194EB15C,FF25B8835801
0xf60cd2,90E99C4CB15C,FF25BC835801
0xf60cd8,90E9B5FCB05C,FF25AC835801
0xf60cd8,90E9B5FCB05C,FF25AC835801
0xf60cd8,90E9B5FCB05C,FF25AC835801
0xf60cde,90E9834EB15C,FF25C4835801
0xf60ce4,90E9D04BB15C,FF25C8835801
0xf60cea,90E96ABCB15C,FF25CC835801
0xf60cf0,90E96353B15C,FF25D0835801
0xf60cf6,90E9137EB15C,FF25D4835801
0xf60cfc,90E9C18AB15C,FF25D8835801
0xf60d02,90E93D46B05C,FF25DC835801
0xf60d08,90E91143B05C,FF25E0835801
0xf60d0e,90E9DF41B05C,FF25E4835801
0xf60d14,90E99F41B05C,FF25E8835801
0xf60d1a,90E9B28EB15C,FF25EC835801
0xf60d1a,90E9B28EB15C,FF25EC835801
0xf60d20,90E94247B05C,FF25F0835801
0xf60d26,90E99D3DB15C,FF25F4835801
0xf60d2c,90E93F3DB15C,FF25F8835801
0xf60d32,90E9FF7DB15C,FF25FC835801
0xf60d38,90E98180B15C,FF2500845801
0xf60d3e,90E93668B05C,FF2504845801
0xf60d44,90E9D547B05C,FF2508845801
0xf60d4a,90E9224FB05C,FF250C845801
0xf60d50,90E9CD46B05C,FF2510845801
0xf60d56,90E9D4CBB05C,FF25A0835801
0xf60d56,90E9D4CBB05C,FF25A0835801
0xf60d56,90E9D4CBB05C,FF25A0835801
0xf60d56,90E9D4CBB05C,FF25A0835801
0xf60d5c,90E97C65B05C,FF2518845801
0xf60d62,90E93B68B05C,FF251C845801
0xf60d68,90E98180B15C,FF2520845801
0xf60d6e,90E93E8EB15C,FF2524845801
0xf60d74,90E92F54B15C,FF2528845801
0xf60d7a,90E91052B05C,FF252C845801
0xf60d80,90E9454DB05C,FF2530845801
0xf60d86,90E9ED4CB05C,FF2534845801
0xf60d8c,90E9408EB15C,FF25EC835801
0xf60d8c,90E9408EB15C,FF25EC835801
0xf60d92,90E91B68B05C,FF253C845801
0xf60d98,90E9D042B05C,FF2540845801
0xf60d98,90E9D042B05C,FF2540845801
0xf60d98,90E9D042B05C,FF2540845801
0xf60d9e,90E94763B05C,FF2544845801
0xf60da4,90E94267B05C,FF2548845801
0xf60daa,90E9534CB05C,FF254C845801
0xf60db0,90E9F0BBB15C,FF2550845801
0xf60db6,90E9364BB15C,FF2554845801
0xf60dbc,90E9904BB15C,FF2558845801
0xf60dc2,90E968CBB05C,FF25A0835801
0xf60dc2,90E968CBB05C,FF25A0835801
0xf60dc2,90E968CBB05C,FF25A0835801
0xf60dc2,90E968CBB05C,FF25A0835801
0xf60dc8,90E91EF7B05C,FF2560845801
0xf60dce,90E9464EB05C,FF2564845801
0xf60dd4,90E9F957B05C,FF2568845801
0xf60dda,90E9CD54B05C,FF256C845801
0xf60de0,90E92454B05C,FF2570845801
0xf60de6,90E91A65B05C,FF2574845801
0xf60dec,90E94A56B05C,FF2578845801
0xf60df2,90E9C75EB15C,FF257C845801
0xf60df8,90E9685EB05C,FF2580845801
0xf60dfe,90E92CCBB05C,FF25A0835801
0xf60dfe,90E92CCBB05C,FF25A0835801
0xf60dfe,90E92CCBB05C,FF25A0835801
0xf60dfe,90E92CCBB05C,FF25A0835801
0xf60e04,90E9DB49B05C,FF258C845801
0xf60e0a,90E9507DB05C,FF2590845801
0xf60e0a,90E9507DB05C,FF2590845801
0xf60e10,90E94A7DB05C,FF2590845801
0xf60e10,90E94A7DB05C,FF2590845801
0xf60e16,90E9217DB05C,FF2598845801
0xf60e1c,90E9449EB15C,FF259C845801
0xf60e22,90E91C29B25C,FF25A0845801
0xf60e28,90E9B19DB15C,FF25A4845801
0xf60e2e,90E9731DB25C,FF25A8845801
0xf60e34,90E9ECDCB25C,FF25AC845801
0xf60e3a,90E99702B15C,FF25B0845801
0xf60e40,90E9B999B15C,FF25B4845801
0xf60e46,90E9D2CAB25C,FF25B8845801
0xf60e4c,90E93BFAB05C,FF25BC845801
0xf60e52,90E9B980B15C,FF25C0845801
0xf60e58,90E93A3DB15C,FF25C4845801
0xf60e5e,90E942FBB05C,FF25C8845801
0xf60e64,90E9B8CAB05C,FF25CC845801
0xf60e64,90E9B8CAB05C,FF25CC845801
0xf60e6a,90E92A3CB15C,FF25D0845801
0xf60e70,90E9D23BB15C,FF25D4845801
0xf60e76,90E9A6CAB05C,FF25CC845801
0xf60e76,90E9A6CAB05C,FF25CC845801
0xf60e7c,90E9D47EB25C,FF25DC845801
0xf60e82,90E96B7EB25C,FF25E0845801
0xf60e88,90E9923C3464,FF256C8C5801
0xf60e8e,90E9837D875C,FF25F48C5801
0xf60e94,90E928F6885C,FF25F88C5801
0xf60e9a,90E995F5885C,FF25FC8C5801
0xf60ea0,90E9DBF7885C,FF25008D5801
0xf60ea6,90E9C9EB885C,FF25F08C5801
0xf60eac,90E9767B875C,FF25EC8C5801
0xf60eb2,90E935D6915C,FF25E88C5801
0xf60eb8,90E93C7E875C,FF25E48C5801
0xf60ebe,90E9CAE1885C,FF25E08C5801
0xf60ec4,90E95B99915C,FF25DC8C5801
0xf60eca,90E9BAD5915C,FF25D88C5801
0xf60ed0,90E9160E895C,FF25D48C5801
0xf60ed6,90E9FAED935C,FF25D08C5801
0xf60edc,90E9C8FD935C,FF25CC8C5801
0xf60ee2,90E929D1915C,FF25C88C5801
0xf60ee8,90E9DFD0915C,FF25C48C5801
0xf60eee,90E9FEF0885C,FF25048D5801
0xf60ef4,90E9686E935C,FF25848C5801
0xf60efa,90E9796E935C,FF25888C5801
0xf60f00,90E9BE6B935C,FF258C8C5801
0xf60f06,90E97A6C935C,FF25908C5801
0xf60f0c,90E91BBD915C,FF25948C5801
0xf60f12,90E95599915C,FF25988C5801
0xf60f18,90E9C7DB915C,FF259C8C5801
0xf60f1e,90E996D9915C,FF25A08C5801
0xf60f24,90E97DD7915C,FF25A48C5801
0xf60f2a,90E9A396915C,FF25A88C5801
0xf60f30,90E919E9885C,FF25AC8C5801
0xf60f36,90E999ED885C,FF25B08C5801
0xf60f3c,90E92083875C,FF25B48C5801
0xf60f42,90E9C488935C,FF25B88C5801
0xf60f48,90E96586935C,FF25BC8C5801
0xf60f4e,90E9447D935C,FF25C08C5801
0xf60f54,90E92621225B,FF250C8E5801
0xf60f5a,90E9A01F225B,FF25048E5801
0xf60f60,90E9AA1E225B,FF25008E5801
0xf60f66,90E9E449225B,FF25D08D5801
0xf60f6c,90E9FE1C225B,FF25A88D5801
0xf60f72,90E99820225B,FF25AC8D5801
0xf60f78,90E93222225B,FF25B08D5801
0xf60f7e,90E92C3D225B,FF25B48D5801
0xf60f84,90E9163A225B,FF25B88D5801
0xf60f8a,90E9401D225B,FF25BC8D5801
0xf60f90,90E96A09225B,FF25C08D5801
0xf60f96,90E9840F225B,FF25148E5801
0xf60f9c,90E96E4C225B,FF25C48D5801
0xf60fa2,90E95844225B,FF25C88D5801
0xf60fa8,90E9F21C225B,FF25CC8D5801
0xf60fae,90E98C14225B,FF25088E5801
0xf60fb4,90E9D646225B,FF25D48D5801
0xf60fba,90E9803D225B,FF25D88D5801
0xf60fc0,90E91A3D225B,FF25DC8D5801
0xf60fc6,90E9243E225B,FF25E08D5801
0xf60fcc,90E90E41225B,FF25E48D5801
0xf60fd2,90E94847225B,FF25E88D5801
0xf60fd8,90E9123F225B,FF25EC8D5801
0xf60fde,90E9BC3F225B,FF25F08D5801
0xf60fe4,90E9863D225B,FF25F48D5801
0xf60fea,90E9303F225B,FF25F88D5801
0xf60ff0,90E9CA3E225B,FF25FC8D5801
0xf60ff6,90E98440225B,FF25108E5801
0xf60ffc,90E94EB5165B,FF252C8D5801
0xf61002,90E93865155B,FF253C8D5801
0xf61008,90E94267155B,FF25408D5801
0xf6100e,90E90C67155B,FF25448D5801
0xf61014,90E9D668155B,FF25488D5801
0xf6101a,90E9106A155B,FF25508D5801
0xf61020,90E9FAB9165B,FF25548D5801
0xf61026,90E9B4B9165B,FF25588D5801
0xf6102c,90E91EBA165B,FF255C8D5801
0xf61032,90E948BA165B,FF25608D5801
0xf61038,90E972BA165B,FF25648D5801
0xf6103e,90E9BCB3165B,FF25688D5801
0xf61044,90E9C6B6165B,FF256C8D5801
0xf6104a,90E96063155B,FF25708D5801
0xf61050,90E92AB5165B,FF25748D5801
0xf61056,90E98466155B,FF25788D5801
0xf6105c,90E91E64155B,FF257C8D5801
0xf61062,90E94864155B,FF25808D5801
0xf61068,90E9F24E165B,FF25848D5801
0xf6106e,90E9EC69155B,FF25888D5801
0xf61074,90E9466A155B,FF258C8D5801
0xf6107a,90E98069155B,FF254C8D5801
0xf61080,90E9CA63155B,FF251C8D5801
0xf61086,90E92468155B,FF25388D5801
0xf6108c,90E99E68155B,FF25348D5801
0xf61092,90E978B5165B,FF25308D5801
0xf61098,90E992B3165B,FF25908D5801
0xf6109e,90E9FCBA165B,FF25288D5801
0xf610a4,90E9D664155B,FF25248D5801
0xf610aa,90E970B1145B,FF25208D5801
0xf610b0,90E96AB4165B,FF25148D5801
0xf610b6,90E904B3165B,FF25188D5801
0xf610bc,90E9CA36075B,FF259C8D5801
0xf610c2,90E95609075B,FF25988D5801
0xf610c8,90E99109075B,FF25A08D5801
0xf610ce,90E96C88055B,FF253C895801
0xf610d4,90E94690055B,FF2540895801
0xf610da,90E93089055B,FF2538895801
0xf61a40,90E96AC77975,FF2504835801
